"Country or Area","Year","Area","Sex","National and/or ethnic group","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Australia","2016","Rural","Male","Bhutanese","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Male","Chaldean","Census - de jure - complete tabulation","Final figure, complete","2017","22","1"
"Australia","2016","Rural","Male","Darfu/Darfurian","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Male","Emirati","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Male","Igbo","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Male","Mandaean","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Male","Mandinka","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Male","Parsi","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Male","Qatari","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Male","Rohingya","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Male","Shona","Census - de jure - complete tabulation","Final figure, complete","2017","17","1"
"Australia","2016","Rural","Male","Sindhi","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Male","Swahili","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Male","Telugu","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
"Australia","2016","Rural","Male","Themne","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2017","1161434","1"
"Australia","2016","Rural","Female","Afgan","Census - de jure - complete tabulation","Final figure, complete","2017","24","1"
"Australia","2016","Rural","Female","Albanian","Census - de jure - complete tabulation","Final figure, complete","2017","208","1"
"Australia","2016","Rural","Female","Amhara","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","American","Census - de jure - complete tabulation","Final figure, complete","2017","1061","1"
"Australia","2016","Rural","Female","Armenian","Census - de jure - complete tabulation","Final figure, complete","2017","81","1"
"Australia","2016","Rural","Female","Australian","Census - de jure - complete tabulation","Final figure, complete","2017","329156","1"
"Australia","2016","Rural","Female","Austrian","Census - de jure - complete tabulation","Final figure, complete","2017","922","1"
"Australia","2016","Rural","Female","Bangladeshi","Census - de jure - complete tabulation","Final figure, complete","2017","74","1"
"Australia","2016","Rural","Female","Basque","Census - de jure - complete tabulation","Final figure, complete","2017","15","1"
"Australia","2016","Rural","Female","Belarus","Census - de jure - complete tabulation","Final figure, complete","2017","40","1"
"Australia","2016","Rural","Female","Belgian","Census - de jure - complete tabulation","Final figure, complete","2017","287","1"
"Australia","2016","Rural","Female","Bengali","Census - de jure - complete tabulation","Final figure, complete","2017","22","1"
"Australia","2016","Rural","Female","Brazil","Census - de jure - complete tabulation","Final figure, complete","2017","116","1"
"Australia","2016","Rural","Female","Bulgarian","Census - de jure - complete tabulation","Final figure, complete","2017","77","1"
"Australia","2016","Rural","Female","Burgher","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
"Australia","2016","Rural","Female","Burmese","Census - de jure - complete tabulation","Final figure, complete","2017","64","1"
"Australia","2016","Rural","Female","Canadian","Census - de jure - complete tabulation","Final figure, complete","2017","483","1"
"Australia","2016","Rural","Female","Chin","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Chinese","Census - de jure - complete tabulation","Final figure, complete","2017","5941","1"
"Australia","2016","Rural","Female","Cook Islander","Census - de jure - complete tabulation","Final figure, complete","2017","105","1"
"Australia","2016","Rural","Female","Croatian","Census - de jure - complete tabulation","Final figure, complete","2017","1787","1"
"Australia","2016","Rural","Female","Cubans","Census - de jure - complete tabulation","Final figure, complete","2017","8","1"
"Australia","2016","Rural","Female","Czech","Census - de jure - complete tabulation","Final figure, complete","2017","462","1"
"Australia","2016","Rural","Female","Danish","Census - de jure - complete tabulation","Final figure, complete","2017","935","1"
"Australia","2016","Rural","Female","Dutch","Census - de jure - complete tabulation","Final figure, complete","2017","9733","1"
"Australia","2016","Rural","Female","Egyptian","Census - de jure - complete tabulation","Final figure, complete","2017","173","1"
"Australia","2016","Rural","Female","English","Census - de jure - complete tabulation","Final figure, complete","2017","464996","1"
"Australia","2016","Rural","Female","Estonian","Census - de jure - complete tabulation","Final figure, complete","2017","217","1"
"Australia","2016","Rural","Female","Ethiopian","Census - de jure - complete tabulation","Final figure, complete","2017","52","1"
"Australia","2016","Rural","Female","Fijian","Census - de jure - complete tabulation","Final figure, complete","2017","310","1"
"Australia","2016","Rural","Female","Filipino","Census - de jure - complete tabulation","Final figure, complete","2017","4935","1"
"Australia","2016","Rural","Female","Finnish","Census - de jure - complete tabulation","Final figure, complete","2017","681","1"
"Australia","2016","Rural","Female","French","Census - de jure - complete tabulation","Final figure, complete","2017","1524","1"
"Australia","2016","Rural","Female","Frisian","Census - de jure - complete tabulation","Final figure, complete","2017","8","1"
"Australia","2016","Rural","Female","Georgian","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","German","Census - de jure - complete tabulation","Final figure, complete","2017","29524","1"
"Australia","2016","Rural","Female","Ghanaian","Census - de jure - complete tabulation","Final figure, complete","2017","31","1"
"Australia","2016","Rural","Female","Gibraltarian","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Greek","Census - de jure - complete tabulation","Final figure, complete","2017","2774","1"
"Australia","2016","Rural","Female","Guyanese","Census - de jure - complete tabulation","Final figure, complete","2017","7","1"
"Australia","2016","Rural","Female","Hawaiian","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Hispanic","Census - de jure - complete tabulation","Final figure, complete","2017","10","1"
"Australia","2016","Rural","Female","Hmong","Census - de jure - complete tabulation","Final figure, complete","2017","156","1"
"Australia","2016","Rural","Female","Hungarian","Census - de jure - complete tabulation","Final figure, complete","2017","1124","1"
"Australia","2016","Rural","Female","Hutu","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Icelandic","Census - de jure - complete tabulation","Final figure, complete","2017","24","1"
"Australia","2016","Rural","Female","Indian","Census - de jure - complete tabulation","Final figure, complete","2017","2476","1"
"Australia","2016","Rural","Female","Indian Tamil","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
"Australia","2016","Rural","Female","Indonesian","Census - de jure - complete tabulation","Final figure, complete","2017","588","1"
"Australia","2016","Rural","Female","Iranian","Census - de jure - complete tabulation","Final figure, complete","2017","146","1"
"Australia","2016","Rural","Female","Iraqi","Census - de jure - complete tabulation","Final figure, complete","2017","75","1"
"Australia","2016","Rural","Female","Irish","Census - de jure - complete tabulation","Final figure, complete","2017","66456","1"
"Australia","2016","Rural","Female","Italian","Census - de jure - complete tabulation","Final figure, complete","2017","22833","1"
"Australia","2016","Rural","Female","Jamaican","Census - de jure - complete tabulation","Final figure, complete","2017","23","1"
"Australia","2016","Rural","Female","Japanese","Census - de jure - complete tabulation","Final figure, complete","2017","780","1"
"Australia","2016","Rural","Female","Javanese","Census - de jure - complete tabulation","Final figure, complete","2017","18","1"
"Australia","2016","Rural","Female","Jewish","Census - de jure - complete tabulation","Final figure, complete","2017","83","1"
"Australia","2016","Rural","Female","Karen","Census - de jure - complete tabulation","Final figure, complete","2017","13","1"
"Australia","2016","Rural","Female","Kadazan","Census - de jure - complete tabulation","Final figure, complete","2017","11","1"
"Australia","2016","Rural","Female","Kazak","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Kenyan","Census - de jure - complete tabulation","Final figure, complete","2017","50","1"
"Australia","2016","Rural","Female","Kiribati","Census - de jure - complete tabulation","Final figure, complete","2017","13","1"
"Australia","2016","Rural","Female","Korean","Census - de jure - complete tabulation","Final figure, complete","2017","450","1"
"Australia","2016","Rural","Female","Kunama","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Kurd","Census - de jure - complete tabulation","Final figure, complete","2017","16","1"
"Australia","2016","Rural","Female","Kyrgyz","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Latvian","Census - de jure - complete tabulation","Final figure, complete","2017","421","1"
"Australia","2016","Rural","Female","Lebanese","Census - de jure - complete tabulation","Final figure, complete","2017","1313","1"
"Australia","2016","Rural","Female","Lithuanian","Census - de jure - complete tabulation","Final figure, complete","2017","199","1"
"Australia","2016","Rural","Female","Luxembourg","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Macedonian","Census - de jure - complete tabulation","Final figure, complete","2017","526","1"
"Australia","2016","Rural","Female","Madi","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Malay","Census - de jure - complete tabulation","Final figure, complete","2017","280","1"
"Australia","2016","Rural","Female","Maltese","Census - de jure - complete tabulation","Final figure, complete","2017","4599","1"
"Australia","2016","Rural","Female","New Zealand Maori","Census - de jure - complete tabulation","Final figure, complete","2017","1464","1"
"Australia","2016","Rural","Female","Masai","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Mauritian","Census - de jure - complete tabulation","Final figure, complete","2017","189","1"
"Australia","2016","Rural","Female","Mon","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Mongol","Census - de jure - complete tabulation","Final figure, complete","2017","17","1"
"Australia","2016","Rural","Female","Montenegrian","Census - de jure - complete tabulation","Final figure, complete","2017","15","1"
"Australia","2016","Rural","Female","Moroccan","Census - de jure - complete tabulation","Final figure, complete","2017","12","1"
"Australia","2016","Rural","Female","Nauru","Census - de jure - complete tabulation","Final figure, complete","2017","6","1"
"Australia","2016","Rural","Female","New Zealand","Census - de jure - complete tabulation","Final figure, complete","2017","2735","1"
"Australia","2016","Rural","Female","Nigerian","Census - de jure - complete tabulation","Final figure, complete","2017","38","1"
"Australia","2016","Rural","Female","Niuean","Census - de jure - complete tabulation","Final figure, complete","2017","8","1"
"Australia","2016","Rural","Female","Norwegian","Census - de jure - complete tabulation","Final figure, complete","2017","297","1"
"Australia","2016","Rural","Female","Nubian","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Ogaden","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Oromo","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Pakistani","Census - de jure - complete tabulation","Final figure, complete","2017","142","1"
"Australia","2016","Rural","Female","Palestinian","Census - de jure - complete tabulation","Final figure, complete","2017","72","1"
"Australia","2016","Rural","Female","Polish","Census - de jure - complete tabulation","Final figure, complete","2017","2485","1"
"Australia","2016","Rural","Female","Portuguese","Census - de jure - complete tabulation","Final figure, complete","2017","406","1"
"Australia","2016","Rural","Female","Romanian","Census - de jure - complete tabulation","Final figure, complete","2017","306","1"
"Australia","2016","Rural","Female","Russian","Census - de jure - complete tabulation","Final figure, complete","2017","1042","1"
"Australia","2016","Rural","Female","Samoan","Census - de jure - complete tabulation","Final figure, complete","2017","205","1"
"Australia","2016","Rural","Female","Scottish","Census - de jure - complete tabulation","Final figure, complete","2017","49481","1"
"Australia","2016","Rural","Female","Serbian","Census - de jure - complete tabulation","Final figure, complete","2017","609","1"
"Australia","2016","Rural","Female","Seychellois","Census - de jure - complete tabulation","Final figure, complete","2017","35","1"
"Australia","2016","Rural","Female","Sikh","Census - de jure - complete tabulation","Final figure, complete","2017","120","1"
"Australia","2016","Rural","Female","Sinhalese","Census - de jure - complete tabulation","Final figure, complete","2017","49","1"
"Australia","2016","Rural","Female","Slovak","Census - de jure - complete tabulation","Final figure, complete","2017","147","1"
"Australia","2016","Rural","Female","Slovenian","Census - de jure - complete tabulation","Final figure, complete","2017","304","1"
"Australia","2016","Rural","Female","Somalie","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","South African","Census - de jure - complete tabulation","Final figure, complete","2017","1797","1"
"Australia","2016","Rural","Female","Spanish","Census - de jure - complete tabulation","Final figure, complete","2017","1054","1"
"Australia","2016","Rural","Female","Sudanese","Census - de jure - complete tabulation","Final figure, complete","2017","27","1"
"Australia","2016","Rural","Female","Swaziland","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Swedish","Census - de jure - complete tabulation","Final figure, complete","2017","562","1"
"Australia","2016","Rural","Female","Swiss","Census - de jure - complete tabulation","Final figure, complete","2017","901","1"
"Australia","2016","Rural","Female","Syrian","Census - de jure - complete tabulation","Final figure, complete","2017","73","1"
"Australia","2016","Rural","Female","Tahitian","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Tajik","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Tanzanian","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
"Australia","2016","Rural","Female","Tatar","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
"Australia","2016","Rural","Female","Thai","Census - de jure - complete tabulation","Final figure, complete","2017","1510","1"
"Australia","2016","Rural","Female","Tibetan","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
"Australia","2016","Rural","Female","Tigray","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Tigre","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Tokelauan","Census - de jure - complete tabulation","Final figure, complete","2017","15","1"
"Australia","2016","Rural","Female","Tongan","Census - de jure - complete tabulation","Final figure, complete","2017","168","1"
"Australia","2016","Rural","Female","Torres Strait Islander","Census - de jure - complete tabulation","Final figure, complete","2017","1938","1"
"Australia","2016","Rural","Female","Trinidad and Tobago","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Tunisian","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Turkmenian","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Turkish","Census - de jure - complete tabulation","Final figure, complete","2017","375","1"
"Australia","2016","Rural","Female","Tuvaluan","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Ugandan","Census - de jure - complete tabulation","Final figure, complete","2017","8","1"
"Australia","2016","Rural","Female","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2017","650","1"
"Australia","2016","Rural","Female","Uruguayan","Census - de jure - complete tabulation","Final figure, complete","2017","73","1"
"Australia","2016","Rural","Female","Uzbek","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
"Australia","2016","Rural","Female","Venezuelan","Census - de jure - complete tabulation","Final figure, complete","2017","9","1"
"Australia","2016","Rural","Female","Vietnamese","Census - de jure - complete tabulation","Final figure, complete","2017","1346","1"
"Australia","2016","Rural","Female","Vlach","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Yemeni","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Yoruba","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Zimbabwean","Census - de jure - complete tabulation","Final figure, complete","2017","176","1"
"Australia","2016","Rural","Female","Zulu","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","French Canadian","Census - de jure - complete tabulation","Final figure, complete","2017","28","1"
"Australia","2016","Rural","Female","Akan","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Algerian","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
"Australia","2016","Rural","Female","Argentinean","Census - de jure - complete tabulation","Final figure, complete","2017","88","1"
"Australia","2016","Rural","Female","Berber","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Bermudian","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Bolivian","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Bosnian","Census - de jure - complete tabulation","Final figure, complete","2017","94","1"
"Australia","2016","Rural","Female","Chilean","Census - de jure - complete tabulation","Final figure, complete","2017","236","1"
"Australia","2016","Rural","Female","Colombian","Census - de jure - complete tabulation","Final figure, complete","2017","87","1"
"Australia","2016","Rural","Female","Costa Rican","Census - de jure - complete tabulation","Final figure, complete","2017","8","1"
"Australia","2016","Rural","Female","Cypriot","Census - de jure - complete tabulation","Final figure, complete","2017","233","1"
"Australia","2016","Rural","Female","Ecuadorian","Census - de jure - complete tabulation","Final figure, complete","2017","10","1"
"Australia","2016","Rural","Female","Eritrean","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Flemish","Census - de jure - complete tabulation","Final figure, complete","2017","25","1"
"Australia","2016","Rural","Female","Guatemalan","Census - de jure - complete tabulation","Final figure, complete","2017","9","1"
"Australia","2016","Rural","Female","Gujarati","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Jordanian","Census - de jure - complete tabulation","Final figure, complete","2017","20","1"
"Australia","2016","Rural","Female","Kashmiri","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Khmer","Census - de jure - complete tabulation","Final figure, complete","2017","269","1"
"Australia","2016","Rural","Female","Kuwaiti","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Lao","Census - de jure - complete tabulation","Final figure, complete","2017","124","1"
"Australia","2016","Rural","Female","Liberian","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Libyan","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Madura","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Maya","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Mexican","Census - de jure - complete tabulation","Final figure, complete","2017","61","1"
"Australia","2016","Rural","Female","Moldovan","Census - de jure - complete tabulation","Final figure, complete","2017","11","1"
"Australia","2016","Rural","Female","Nepalese","Census - de jure - complete tabulation","Final figure, complete","2017","99","1"
"Australia","2016","Rural","Female","Nicaraguan","Census - de jure - complete tabulation","Final figure, complete","2017","5","1"
"Australia","2016","Rural","Female","Paraguayan","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Peruvian","Census - de jure - complete tabulation","Final figure, complete","2017","60","1"
"Australia","2016","Rural","Female","Puerto Rican","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
"Australia","2016","Rural","Female","Punjabi","Census - de jure - complete tabulation","Final figure, complete","2017","117","1"
"Australia","2016","Rural","Female","Romani (Gypsy)","Census - de jure - complete tabulation","Final figure, complete","2017","9","1"
"Australia","2016","Rural","Female","Salvadoran","Census - de jure - complete tabulation","Final figure, complete","2017","52","1"
"Australia","2016","Rural","Female","Saudi Arabian","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Senegalese","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Sierra Leonean","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Sri Lankan","Census - de jure - complete tabulation","Final figure, complete","2017","431","1"
"Australia","2016","Rural","Female","Sri Lanka Tamil","Census - de jure - complete tabulation","Final figure, complete","2017","15","1"
"Australia","2016","Rural","Female","Taiwanese","Census - de jure - complete tabulation","Final figure, complete","2017","368","1"
"Australia","2016","Rural","Female","Tamil","Census - de jure - complete tabulation","Final figure, complete","2017","28","1"
"Australia","2016","Rural","Female","Uighur","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Rwandan","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Togolese","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Angolan","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Burundian","Census - de jure - complete tabulation","Final figure, complete","2017","6","1"
"Australia","2016","Rural","Female","Cameroonian","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Ivoirean","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Congo","Census - de jure - complete tabulation","Final figure, complete","2017","23","1"
"Australia","2016","Rural","Female","Zambian","Census - de jure - complete tabulation","Final figure, complete","2017","11","1"
"Australia","2016","Rural","Female","African American","Census - de jure - complete tabulation","Final figure, complete","2017","20","1"
"Australia","2016","Rural","Female","Australian Aboriginal","Census - de jure - complete tabulation","Final figure, complete","2017","24031","1"
"Australia","2016","Rural","Female","British NEC","Census - de jure - complete tabulation","Final figure, complete","2017","7","1"
"Australia","2016","Rural","Female","Fijian Indian/Indo-Fijian","Census - de jure - complete tabulation","Final figure, complete","2017","92","1"
"Australia","2016","Rural","Female","Manx","Census - de jure - complete tabulation","Final figure, complete","2017","30","1"
"Australia","2016","Rural","Female","Omani","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2017","97204","1"
"Australia","2016","Rural","Female","Welsh","Census - de jure - complete tabulation","Final figure, complete","2017","1662","1"
"Australia","2016","Rural","Female","Acholi","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Oceania, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","77","1"
"Australia","2016","Rural","Female","Papua New Guinean","Census - de jure - complete tabulation","Final figure, complete","2017","386","1"
"Australia","2016","Rural","Female","Micronesian, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Polynesian, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","29","1"
"Australia","2016","Rural","Female","British, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","161","1"
"Australia","2016","Rural","Female","Arab, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","100","1"
"Australia","2016","Rural","Female","Chinese Asian, nec (incl. Hui, Manchu, Yi)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Sub-saharan African, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Inadequately described","Census - de jure - complete tabulation","Final figure, complete","2017","1414","1"
"Australia","2016","Rural","Female","Australian South Sea Islander","Census - de jure - complete tabulation","Final figure, complete","2017","178","1"
"Australia","2016","Rural","Female","New Caledonian","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Ni-Vanuatu","Census - de jure - complete tabulation","Final figure, complete","2017","32","1"
"Australia","2016","Rural","Female","Solomon Islander","Census - de jure - complete tabulation","Final figure, complete","2017","38","1"
"Australia","2016","Rural","Female","Melanesian and Papuan, nec (incl. Bisorio, Bougainvillian, Huli)","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Micronesian, nec (incl. Marianas Islander, Marshallese, Palauan)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","North-West European, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","21","1"
"Australia","2016","Rural","Female","Polynesian, nec (incl. Hawaiian, Pitcairn Islander, Tahitian)","Census - de jure - complete tabulation","Final figure, complete","2017","14","1"
"Australia","2016","Rural","Female","Western European, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Western European, nec (incl. Alsatian, Frisian, Luxembourgish)","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
"Australia","2016","Rural","Female","North European, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","83","1"
"Australia","2016","Rural","Female","North European, nec (incl. Faeroese, Greenlandic, Saami)","Census - de jure - complete tabulation","Final figure, complete","2017","5","1"
"Australia","2016","Rural","Female","Southern European, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Catalan","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Southern European, nec (incl. Andorran, Galician, Ladin)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","South Eastern European, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","536","1"
"Australia","2016","Rural","Female","South Eastern European, nec (incl. Aromani, Karakachani, Vlach)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Eastern European, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","124","1"
"Australia","2016","Rural","Female","Eastern European, nec (incl. Adygei, Khanty, Sorb/Wend)","Census - de jure - complete tabulation","Final figure, complete","2017","11","1"
"Australia","2016","Rural","Female","North African and Middle Eastern, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","18","1"
"Australia","2016","Rural","Female","Arab, nec (incl. Baggara, Bedouin, Yemeni)","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Rural","Female","Other North African and Middle Eastern, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Assyrian/ Chaldean","Census - de jure - complete tabulation","Final figure, complete","2017","157","1"
"Australia","2016","Rural","Female","Coptic","Census - de jure - complete tabulation","Final figure, complete","2017","8","1"
"Australia","2016","Rural","Female","Other North African and Middle Eastern, nec (incl. Azande, Beja, Nubian)","Census - de jure - complete tabulation","Final figure, complete","2017","71","1"
"Australia","2016","Rural","Female","South-East Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Mainland South-East Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Anglo-Burmese","Census - de jure - complete tabulation","Final figure, complete","2017","8","1"
"Australia","2016","Rural","Female","Mainland South-East Asian, nec (incl. Arakanese, Karen, Mon)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Timorese","Census - de jure - complete tabulation","Final figure, complete","2017","35","1"
"Australia","2016","Rural","Female","Maritime South-East Asian, nec (incl. Balinese, Irian Jayan, Sumatran)","Census - de jure - complete tabulation","Final figure, complete","2017","17","1"
"Australia","2016","Rural","Female","Other North-East Asian, nec (incl. Ainu, Menba, Xiareba)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Southern and Central Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Southern Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","47","1"
"Australia","2016","Rural","Female","Anglo-Indian","Census - de jure - complete tabulation","Final figure, complete","2017","112","1"
"Australia","2016","Rural","Female","Malayali","Census - de jure - complete tabulation","Final figure, complete","2017","5","1"
"Australia","2016","Rural","Female","Southern Asian, nec (incl. Bhote, Kashmiri, Sherpa)","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
"Australia","2016","Rural","Female","Central Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Rural","Female","Pathan","Census - de jure - complete tabulation","Final figure, complete","2017","4","1"
